xml:id	chars	head	bibl
MG-1708-01_108	3804	[Benefices donnez par le Roy dans la derniere Promotion]	Mercure Galant, janvier 1708 [tome 1], p. 108-116.
MG-1708-01_147	2118	[Dernier ouvrage de feu Mr Toinard]	Mercure Galant, janvier 1708 [tome 1], p. 147-151.
MG-1708-01_180	3140	[Mr de Bionville est nommé par le Roy, Maire Alternatif-Mi-Triennal de Mets, avec les Ceremonies qui ont esté observées en cette occasion]	Mercure Galant, janvier 1708 [tome 1], p. 180-186.
MG-1708-01_186	1663	[Suite des Réjoüissances faites pour la prise du Chasteau de Lerida]	Mercure Galant, janvier 1708 [tome 1], p. 186-189.
MG-1708-01_189	2685	La Prise de Lerida. Sonnet	Mercure Galant, janvier 1708 [tome 1], p. 189-195.
MG-1708-01_195	5318	[Chanson sur le même sujet, sur l’air du Bransle de Mets]	Mercure Galant, janvier 1708 [tome 1], p. 195-209.
MG-1708-01_215	5142	[Epitre en Vers, de Minerve, à Mr le Marquis de Chamillart]	Mercure Galant, janvier 1708 [tome 1], p. 215-226.
MG-1708-01_227	4094	[Mort de Catherine Neufville-Villeroy, Comtesse d’Armagnac]*	Mercure Galant, janvier 1708 [tome 1], p. 227-235.
MG-1708-01_244	20069	[Détail tres-exact de la feste donnée par le Roy, à Versailles, la veille de la feste des Rois]	Mercure Galant, janvier 1708 [tome 1], p. 244-288.
MG-1708-01_289	1011	[Rejoüissances faites par la Reine Douairiere d’Espagne]	Mercure Galant, janvier 1708 [tome 1], p. 289-290.
MG-1708-01_304	2876	Estrenes de Minerve, à Monsieur le Marquis de Chamillart	Mercure Galant, janvier 1708 [tome 1], p. 304-310.
MG-1708-01_325	3291	[Bal masqué donné à Versailles]	Mercure Galant, janvier 1708 [tome 1], p. 325-330.
MG-1708-01_372	558	[Sur les affaires de Catalogne]*	Mercure Galant, janvier 1708 [tome 1], p. 372.
MG-1708-01_396	1939	[Article des Enigmes]	Mercure Galant, janvier 1708 [tome 1], p. 396-400.
MG-1708-01_408	2279	[Divertissement de Marly, pendant le dernier séjour que la Cour y a fait]	Mercure Galant, janvier 1708 [tome 1], p. 408-412.
MG-1708-01_412	1657	[Article touchant les Discours prononcez aux ouvertures du Parlement]	Mercure Galant, janvier 1708 [tome 1], p. 412-414.
MG-1708-01_415	550	Le Libraire au Lecteur	Mercure Galant, janvier 1708 [tome 1], p. 415-416.
MG-1708-02_55	1862	[Extrait d’un discours prononcé à l’Academie Royale des Sciences]*	Mercure Galant, février 1708 [tome 2], p. 55-58.
MG-1708-02_158	14470	[Relation tres-curieuse de la reception faite à la Reine Doüairiere d’Espagne au Convent des Augustins de Bayonne]	Mercure Galant, février 1708 [tome 2], p. 158-186.
MG-1708-02_237	3365	Epithalame	Mercure Galant, février 1708 [tome 2], p. 237-244.
MG-1708-02_244	1497	Reponse à Phylis	Mercure Galant, février 1708 [tome 2], p. 244-247.
MG-1708-02_247	351	Air nouveau	Mercure Galant, février 1708 [tome 2], p. 247-248.
MG-1708-02_294	14568	[Divertissemens du Carnaval, à la teste desquels on trouve un prelude tres-curieux]	Mercure Galant, février 1708 [tome 2], p. 294-320.
MG-1708-02_338	3060	[Article des Enigmes]	Mercure Galant, février 1708 [tome 2], p. 338-343.
MG-1708-02_343	410	Air nouveau	Mercure Galant, février 1708 [tome 2], p. 343-344.
MG-1708-03_5	2334	[Prelude, dans lequel on trouve une Epitre au Roy]	Mercure Galant, mars 1708 [tome 3], p. 5-10.
MG-1708-03_60	6843	[Mort de Mre Etienne de Bachet]*	Mercure Galant, mars 1708 [tome 3], p. 60-73.
MG-1708-03_103	1944	[Lettre touchant l’Histoire de la Poësie]	Mercure Galant, mars 1708 [tome 3], p. 103-106.
MG-1708-03_106	4462	[Stratagème nouveau]	Mercure Galant, mars 1708 [tome 3], p. 106-115.
MG-1708-03_116	1495	[Article touchant la nouvelle découverte faite sur l’Ouye]	Mercure Galant, mars 1708 [tome 3], p. 116-118.
MG-1708-03_225	667	Air nouveau	Mercure Galant, mars 1708 [tome 3], p. 225-226.
MG-1708-03_226	2198	Lettre à Monsieur le Duc de Vendosme	Mercure Galant, mars 1708 [tome 3], p. 226-231.
MG-1708-03_237	1480	[Diarium Europæum Historico Litterarium]	Mercure Galant, mars 1708 [tome 3], p. 237-240.
MG-1708-03_306	1020	[Place d’Eleve, remplie à l’Academie Royale des Inscriptions]	Mercure Galant, mars 1708 [tome 3], p. 306-307.
MG-1708-03_307	3141	[Article des Enigmes]	Mercure Galant, mars 1708 [tome 3], p. 307-313.
MG-1708-03_313	526	Air nouveau	Mercure Galant, mars 1708 [tome 3], p. 313-314.
MG-1708-04_5	9279	[Prelude, dans lequel se trouve trois Eloges du Roy, prononcez par les deux Academiciens qui ont esté reçûs en dernier lieu, & par celuy qui a fait la fonction de Directeur à cette Reception]	Mercure Galant, avril 1708 [tome 4], p. 5-22.
MG-1708-04_22	5697	Epitre à son Altesse Monseigneur le Duc de Vendosme	Mercure Galant, avril 1708 [tome 4], p. 22-34.
MG-1708-04_34	938	Epigramme	Mercure Galant, avril 1708 [tome 4], p. 34-36.
MG-1708-04_76	562	[Epitaphe du Pere Mabillon]	Mercure Galant, avril 1708 [tome 4], p. 76-78.
MG-1708-04_78	631	Air nouveau	Mercure Galant, avril 1708 [tome 4], p. 78-79.
MG-1708-04_79	3866	[Discours prononcé à l’Abbaye de S. Victor, sur l’utilité des Bibliotheques publiques, & fondé par Mr le President Cousin]	Mercure Galant, avril 1708 [tome 4], p. 79-87.
MG-1708-04_91	1911	[Nouveau Poëme donné au public]	Mercure Galant, avril 1708 [tome 4], p. 91-94.
MG-1708-04_104	10795	[Second article des Morts, contenant plusieurs Morts Etrangeres]	Mercure Galant, avril 1708 [tome 4], p. 104-125.
MG-1708-04_132	9500	Epitre	Mercure Galant, avril 1708 [tome 4], p. 132-151.
MG-1708-04_151	3652	[Service fait pour feu Mr le Comte d’Egmont]	Mercure Galant, avril 1708 [tome 4], p. 151-158.
MG-1708-04_185	2913	Les Sermons à la Mode, à Monsieur C. H. Fameux Predicateur	Mercure Galant, avril 1708 [tome 4], p. 185-191.
MG-1708-04_191	1178	[Galanterie faite par Mr le Comte de Pontchartrain]	Mercure Galant, avril 1708 [tome 4], p. 191-193.
MG-1708-04_233	18489	[Ce qui s’est passé à l’ouverture d’aprés Pâques de l’Academie Royale des Inscriptions & à celle de l’Academie Royale des Sciences, avec plusieurs Extraits des discours qui y ont été prononcez]	Mercure Galant, avril 1708 [tome 4], p. 233-269.
MG-1708-04_280	369	Air nouveau	Mercure Galant, avril 1708 [tome 4], p. 280-281.
MG-1708-04_308	2079	[Party de l’Epée embrassé par un Abbé de distinction]	Mercure Galant, avril 1708 [tome 4], p. 308-311.
MG-1708-04_372	2101	[Article des Enigmes]	Mercure Galant, avril 1708 [tome 4], p. 372-376.
MG-1708-04_392	407	Conclusion	Mercure Galant, avril 1708 [tome 4], p. 392.
MG-1708-05_58	3879	[Mort de Mre François de Maucroix, chanoine de l’Eglise metropolitaine de Reims]*	Mercure Galant, mai 1708 [tome 5], p. 58-66.
MG-1708-05_69	1472	[Nommination de l’Abbé Gallisson]*	Mercure Galant, mai 1708 [tome 5], p. 69-71.
MG-1708-05_83	38537	[Lettre tres curieuse touchant des Ceremonies dont on n’a point encore donné de Relations au Public]	Mercure Galant, mai 1708 [tome 5], p. 83-151.
MG-1708-05_160	3529	La Beauté. A Madame de… Ode	Mercure Galant, mai 1708 [tome 5], p. 160-166.
MG-1708-05_166	445	Air nouveau	Mercure Galant, mai 1708 [tome 5], p. 166-167.
MG-1708-05_167	9861	[Cours de Peinture, par principes]	Mercure Galant, mai 1708 [tome 5], p. 167-186.
MG-1708-05_256	4936	[Troisiéme article des Morts]	Mercure Galant, mai 1708 [tome 5], p. 256-265.
MG-1708-05_322	1201	[Article où l’on voit que le parti que Mr Rousseau vient de prendre ne luy fera pas abandonner les Muses]	Mercure Galant, mai 1708 [tome 5], p. 322-323.
MG-1708-05_323	2371	[Article des Enigmes]	Mercure Galant, mai 1708 [tome 5], p. 323-328.
MG-1708-05_328	285	Air nouveau	Mercure Galant, mai 1708 [tome 5], p. 328.
MG-1708-06_12	2597	[Feste donnée à la Reine Doüairiere d’Espagne au Chasteau neuf de Bayonne]	Mercure Galant, juin 1708 [tome 6], p. 12-17.
MG-1708-06_39	4019	[Traité des Eunuques]	Mercure Galant, juin 1708 [tome 6], p. 39-46.
MG-1708-06_126	1674	[Mital, Livre nouveau]	Mercure Galant, juin 1708 [tome 6], p. 126-129.
MG-1708-06_129	3662	A Madame la Presidente de Croismare, Bouquet	Mercure Galant, juin 1708 [tome 6], p. 129-136.
MG-1708-06_136	440	Plainte des Buveurs contre la Gelée	Mercure Galant, juin 1708 [tome 6], p. 136-137.
MG-1708-06_137	6360	[Distribution faite à Toulouse, des Prix des Jeux floraux]	Mercure Galant, juin 1708 [tome 6], p. 137-150.
MG-1708-06_314	1585	[Action de Graces renduës à Beauvais, en consideration d’une grace acordée par le Roy]	Mercure Galant, juin 1708 [tome 6], p. 314-316.
MG-1708-06_347	2791	[Vasconiana, ou Recueil des bons Mots, des pensées les plus plaisantes, & des rencontres les plus vives des Gascons]	Mercure Galant, juin 1708 [tome 6], p. 347-351.
MG-1708-06_362	492	Air nouveau	Mercure Galant, juin 1708 [tome 6], p. 362-363.
MG-1708-06_371	1985	[Quatrieme Article des Nouvelles de l’Armée de S.A.R]	Mercure Galant, juin 1708 [tome 6], p. 371-373.
MG-1708-06_391	2565	[Journal de Fontainebleau]	Mercure Galant, juin 1708 [tome 6], p. 391-395.
MG-1708-06_403	1783	[Article des Enigmes]	Mercure Galant, juin 1708 [tome 6], p. 403-406.
MG-1708-06_436	340	Avis	Mercure Galant, juin 1708 [tome 6], p. 436.
MG-1708-07a_70	1704	[Mort de Mr Brockvis]*	Mercure Galant, juillet 1708 [tome 7], p. 70-73.
MG-1708-07a_73	3229	A Monseigneur le Mareschal Duc de Berwick. Ode	Mercure Galant, juillet 1708 [tome 7], p. 73-80.
MG-1708-07a_110	3666	[Ouvrage présenté au Roy par Mr le Chevalier de Vertron, & discours prononcé par le même en presentant son ouvrage]	Mercure Galant, juillet 1708 [tome 7], p. 110-117.
MG-1708-07a_211	360	Air nouveau	Mercure Galant, juillet 1708 [tome 7], p. 211-212.
MG-1708-07a_234	9028	[Benefices donnez par le Roy]	Mercure Galant, juillet 1708 [tome 7], p. 234-252.
MG-1708-07a_343	5178	[Journal du siège de Tortose]	Mercure Galant, juillet 1708 [tome 7], p. 343-351.
MG-1708-07a_351	2913	[Article des Enigmes]	Mercure Galant, juillet 1708 [tome 7], p. 351-356.
MG-1708-07a_356	648	Chanson	Mercure Galant, juillet 1708 [tome 7], p. 356-358.
MG-1708-07a_386	6564	[Avertissement qu’il est necessaire de lire pour sçavoir les Affaires de Flandre]	Mercure Galant, juillet 1708 [tome 7], p. 386-396.
MG-1708-08_5	4576	Au Roy. Poeme	Mercure Galant, août 1708 [tome 9], p. 5-15.
MG-1708-08_106	1393	[Fête de collège à Narbonne]*	Mercure Galant, août 1708 [tome 9], p. 106-108.
MG-1708-08_140	4316	[Détail des Ceremonies qui se sont faites à Tortose, lorsque S.A.R. s’est trouvée au Te Deum qu’elle y a fait chanter en actions de graces de la reduction de la même Ville]	Mercure Galant, août 1708 [tome 9], p. 140-148.
MG-1708-08_151	4561	Epithalame sur le Mariage de Mr le Marquis de Villequier, avec Mlle de Guiscard	Mercure Galant, août 1708 [tome 9], p. 151-160.
MG-1708-08_160	540	Air nouveau	Mercure Galant, août 1708 [tome 9], p. 160-161.
MG-1708-08_161	15235	[Mort de l’Abbé Miloni]*	Mercure Galant, août 1708 [tome 9], p. 161-191.
MG-1708-08_202	5757	[Avertissement donné par Mrs de l’Academie des Jeux Floraux]	Mercure Galant, août 1708 [tome 9], p. 202-213.
MG-1708-08_213	1719	[Querelle terminée entre deux beaux Esprits]	Mercure Galant, août 1708 [tome 9], p. 213-217.
MG-1708-08_222	3595	[Dictionnaire Historique & Geographique]	Mercure Galant, août 1708 [tome 9], p. 222-229.
MG-1708-08_236	2663	[Fête de la Couronne d’épines de Nôtre Seigneur, celebrée à la Sainte Chapelle]	Mercure Galant, août 1708 [tome 9], p. 236-241.
MG-1708-08_248	7039	[Détail aussi exact que curieux de tout ce qui s’est passé à Gand, lorsque Monseigneur le Duc de Bourgogne y a fait chanter le Te Deum pour remercier Dieu de la prise de Tortose]	Mercure Galant, août 1708 [tome 9], p. 248-262.
MG-1708-08_274	2098	[Mort de Mre Michel Gobert]*	Mercure Galant, août 1708 [tome 9], p. 274-277.
MG-1708-08_293	1158	[Suite des marches de Son Altesse Royale depuis le Siege de Tortose, & ce qui s’est passé dans ces Marches]	Mercure Galant, août 1708 [tome 9], p. 293-294.
MG-1708-08_369	1602	[Article des Enigmes]	Mercure Galant, août 1708 [tome 9], p. 369-372.
MG-1708-08_372	403	Air nouveau	Mercure Galant, août 1708 [tome 9], p. 372.
MG-1708-09_5	4977	[Panegyriques de Saint Loüis, prononcez dans la Chapelle du Louvre, & dans l’Eglise des Prestres de l’Oratoire]	Mercure Galant, septembre 1708 [tome 10], p. 5-14.
MG-1708-09_49	18635	[Premier Article des Morts]	Mercure Galant, septembre 1708 [tome 10], p. 49-87.
MG-1708-09_91	1584	[Mariages]	Mercure Galant, septembre 1708 [tome 10], p. 91-96.
MG-1708-09_122	2271	Epithalame	Mercure Galant, septembre 1708 [tome 10], p. 122-127.
MG-1708-09_127	1264	[Clef de Mital]	Mercure Galant, septembre 1708 [tome 10], p. 127-129.
MG-1708-09_129	1042	[Premiere Pierre du College des Barnabites de Montargis, posée par S.A.R. Madame]	Mercure Galant, septembre 1708 [tome 10], p. 129-131.
MG-1708-09_131	14668	[Article concernant tout ce qui s’est passé à l’occasion de l’élection d’un nouveau Prevost des Marchands ; le Scrutin presenté au Roy, & les ceremonies observées par la Ville en Corps, le jour de la Feste de Saint Louis, avec les harangues prononcées à cette occasion]	Mercure Galant, septembre 1708 [tome 10], p. 131-159.
MG-1708-09_210	3326	[Mort de Mre Jean Luillier, Seigneur de Labbeville]*	Mercure Galant, septembre 1708 [tome 10], p. 210-216.
MG-1708-09_252	1116	Madrigal	Mercure Galant, septembre 1708 [tome 10], p. 252-254.
MG-1708-09_273	5467	[Réjoüissances publiques faites à Madrid la veille & le jour de la Feste de S. Louis]	Mercure Galant, septembre 1708 [tome 10], p. 273-283.
MG-1708-09_329	1801	[Journal du Siege de Lille]	Mercure Galant, septembre 1708 [tome 10], p. 329-332.
MG-1708-09_381	1375	[Article des Enigmes]	Mercure Galant, septembre 1708 [tome 10], p. 381-383.
MG-1708-09_384	260	Air nouveau	Mercure Galant, septembre 1708 [tome 10], p. 384.
MG-1708-09_400	2161	[Suite du Journal du Siege de Lille]	Mercure Galant, septembre 1708 [tome 10], p. 400-403.
MG-1708-09_403	210	Avis	Mercure Galant, septembre 1708 [tome 10], p. 403.
MG-1708-10_5	989	Stances à Saint Loüis	Mercure Galant, octobre 1708 [tome 11], p. 5-7.
MG-1708-10_53	9066	[Ouvrages de Mr de la Fevrerie, touchant une nouvelle Acadeemiæ de beaux esprits]	Mercure Galant, octobre 1708 [tome 11], p. 53-73.
MG-1708-10_82	6037	[Premier Article des Morts]	Mercure Galant, octobre 1708 [tome 11], p. 82-94.
MG-1708-10_136	868	[Mort de Jean-Louis Mario, Comte de Fiesque]*	Mercure Galant, octobre 1708 [tome 11], p. 136-137.
MG-1708-10_195	2228	[Article touchant le nom de la Fare donné à l’Abbé qui a preché cette année le Panegyrique de Saint Louis, devant Messieurs de l’Academie Françoise]	Mercure Galant, octobre 1708 [tome 11], p. 195-199.
MG-1708-10_287	667	Air nouveau	Mercure Galant, octobre 1708 [tome 11], p. 287-288.
MG-1708-10_305	5951	[Article concernant la prise de Lille, rempli d’un grand nombre de faits curieux]	Mercure Galant, octobre 1708 [tome 11], p. 305-317.
MG-1708-10_360	1311	[Article des Enigmes]	Mercure Galant, octobre 1708 [tome 11], p. 360-362.
MG-1708-10_362	226	Air nouveau	Mercure Galant, octobre 1708 [tome 11], p. 362.
MG-1708-11_56	18955	[Premier Article des Morts]	Mercure Galant, novembre 1708 [tome 12], p. 56-94.
MG-1708-11_169	1765	[Bouts-rimez, sur le mot de Vendôme]	Mercure Galant, novembre 1708 [tome 12], p. 169-173.
MG-1708-11_173	835	Madrigal	Mercure Galant, novembre 1708 [tome 12], p. 173-175.
MG-1708-11_175	444	Air nouveau	Mercure Galant, novembre 1708 [tome 12], p. 175-176.
MG-1708-11_176	2984	[Second Article des Morts]	Mercure Galant, novembre 1708 [tome 12], p. 176-177; 188-193.
MG-1708-11_288	2098	[Cantade, à la gloire de Me l’Abbesse de Chelles, & de Mr le Maréchal de Villars]	Mercure Galant, novembre 1708 [tome 12], p. 288-292.
MG-1708-11_308	3857	[Suite des affaires de Lille, & de la Citadelle]	Mercure Galant, novembre 1708 [tome 12], p. 308-314.
MG-1708-11_349	2247	[Article des Enigmes]	Mercure Galant, novembre 1708 [tome 12], p. 349-353.
MG-1708-11_353	313	Air nouveau	Mercure Galant, novembre 1708 [tome 12], p. 353-354.
MG-1708-11_354	473	[Justice renduë à Mr Baratet, Maire perpetuel de Villeneuve d’Agenois]	Mercure Galant, novembre 1708 [tome 12], p. 354.
MG-1708-12_5	3102	[Prelude où il est parlé des Academies établies par le Roy]	Mercure Galant, décembre 1708 [tome 13], p. 5-11.
MG-1708-12_11	9034	[Discours prononcé par Mr Roy dans l’Academie Royale des Medailles & Inscriptions sur les Jeux de la Grece, en general, & sur les Jeux Olympiques en particulier]	Mercure Galant, décembre 1708 [tome 13], p. 11-29.
MG-1708-12_29	1442	[Ode de Mr l’Abbé Boutard, lûë dans la méme Academie]	Mercure Galant, décembre 1708 [tome 13], p. 29-32.
MG-1708-12_112	2623	[Dissertation sur l’Eglogue luë dans l’Academie Royale des Medailles & Inscriptions, par Mr l’Abbé Fraguier]	Mercure Galant, décembre 1708 [tome 13], p. 112-117.
MG-1708-12_117	9176	[Article très curieux contenant tout ce qui a esté fait à Perpignan pour honorer la Memoire de feu Mr le Maréchal Duc de Noailles]	Mercure Galant, décembre 1708 [tome 13], p. 117-124; 132-137; 141-143; 171-174.
MG-1708-12_209	3240	[Second Article des Morts]	Mercure Galant, décembre 1708 [tome 13], p. 209-215.
MG-1708-12_261	2139	[Sacre de Mr l’Evéque d’Agathopolis]	Mercure Galant, décembre 1708 [tome 13], p. 261-264.
MG-1708-12_267	478	Air nouveau	Mercure Galant, décembre 1708 [tome 13], p. 267-268.
MG-1708-12_292	3550	[Transport du corps de Mr le Maréchal de Noailles à Nostre-Dame avec un détail de ce qui s’est passé à ce sujet]	Mercure Galant, décembre 1708 [tome 13], p. 292-298.
MG-1708-12_304	3341	[Addition à l’Article des Ceremonies observées à l’occasion du transport du Coprs de Mr le Maréchal de Noailles à Nostre-Dame]	Mercure Galant, décembre 1708 [tome 13], p. 304-309.
MG-1708-12_372	4997	[Détail du Voyage de S.A.R. Monsieur le Duc d’Orleans à Madrid]	Mercure Galant, décembre 1708 [tome 13], p. 372-380.
MG-1708-12_380	1629	[Articles des Enigmes]	Mercure Galant, décembre 1708 [tome 13], p. 380-383.
MG-1708-12_383	486	Air nouveau	Mercure Galant, décembre 1708 [tome 13], p. 383-384.
MG-1709-01_103	5463	[Services solemnels faits à Lyon]	Mercure Galant, janvier 1709 [tome 1], p. 103-114.
MG-1709-01_118	1812	[Mort de Dom Fougereux]*	Mercure Galant, janvier 1709 [tome 1], p. 118-121.
MG-1709-01_126	6162	[Execution d’un vœu, faite au Port Louis par plusieurs Officiers de Marine]	Mercure Galant, janvier 1709 [tome 1], p. 126-138.
MG-1709-01_141	4326	[Prise de possession de l’Evêché de Grenoble]	Mercure Galant, janvier 1709 [tome 1], p. 141-150.
