xml:id	chars	head	bibl
MG-1687-03b_361	1562	[Provins]	Mercure Galant, mars, seconde partie [tome 5], 1687, p. 361-363
MG-1687-03b_364	777	[S. Valery en Caux]	Mercure Galant, mars, seconde partie [tome 5], 1687, p. 364-365
MG-1687-03b_365	498	[Me l'Abbesse de Fontaine-Guerard]	Mercure Galant, mars, seconde partie [tome 5], 1687, p. 365-366
MG-1687-03b_366	636	[Abbaye de Bernay en Normandie]	Mercure Galant, mars, seconde partie [tome 5], 1687, p. 366-368
MG-1687-03b_368	1137	[Coutances]	Mercure Galant, mars, seconde partie [tome 5], 1687, p. 368-369
MG-1687-03b_370	1059	[Rellec en Bretagne]	Mercure Galant, mars, seconde partie [tome 5], 1687, p. 370-372
MG-1687-03b_373	1978	[Montargis le Franc]	Mercure Galant, mars, seconde partie [tome 5], 1687, p. 373-377
MG-1687-03b_378	659	[Mr de Villebague à S. Malo]	Mercure Galant, mars, seconde partie [tome 5], 1687, p. 378-380
MG-1687-03b_380	1145	[Celestins d'Avignon]	Mercure Galant, mars, seconde partie [tome 5], 1687, p. 380-382
MG-1687-03b_382	718	[Les Religieux du Monastere de S. Martial dans la mesme Ville]	Mercure Galant, mars, seconde partie [tome 5], 1687, p. 382-383
MG-1687-03b_383	742	[Presidial de Valence]	Mercure Galant, mars, seconde partie [tome 5], 1687, p. 383-385
MG-1687-03b_385	399	[Hospital general de la mesme Ville]	Mercure Galant, mars, seconde partie [tome 5], 1687, p. 385-386
MG-1687-03b_389	877	[Presidial de Vienne en Dauphiné]	Mercure Galant, mars, seconde partie [tome 5], 1687, p. 389-391
MG-1687-03b_392	1112	[Prieur de S. Ruf Coste de S. André]	Mercure Galant, mars, seconde partie [tome 5], 1687, p. 392-395
MG-1687-03b_396	1053	[Tresories de France en la Generalité de Dijon]	Mercure Galant, mars, seconde partie [tome 5], 1687, p. 396-397
MG-1687-03b_397	3628	[Elus & Huissiers de la mesme Province]	Mercure Galant, mars, seconde partie [tome 5], 1687, p. 397-403
MG-1687-03b_405	796	[La Ferté-Bernard]	Mercure Galant, mars, seconde partie [tome 5], 1687, p. 405-406
MG-1687-03b_406	580	[Chasteau-Roux]	Mercure Galant, mars, seconde partie [tome 5], 1687, p. 406-407
MG-1687-03b_407	594	[La Ferté-Milon]	Mercure Galant, mars, seconde partie [tome 5], 1687, p. 407-408
MG-1687-03b_408	683	[Les Jesuites de Quimper]	Mercure Galant, mars, seconde partie [tome 5], 1687, p. 408-409
MG-1687-03b_415a	573	[Chartres]*	Mercure Galant, mars, seconde partie [tome 5], 1687, p. 415
MG-1687-03b_415b	539	[Senlis]	Mercure Galant, mars, seconde partie [tome 5], 1687, p. 415-416
MG-1687-03b_416	415	[Mantes sur Seine]*	Mercure Galant, mars, seconde partie [tome 5], 1687, p. 416-417
MG-1687-03b_418	471	[Mr le Marquis d'Echaufour]	Mercure Galant, mars, seconde partie [tome 5], 1687, p. 418
MG-1687-03b_419	486	[Eu]	Mercure Galant, mars, seconde partie [tome 5], 1687, p. 419-420
MG-1687-03b_422a	311	[Madame de Dorat, Abbesse de Moncé]	Mercure Galant, mars, seconde partie [tome 5], 1687, p. 422
MG-1687-03b_422b	307	[Aniere sur Oise]	Mercure Galant, mars, seconde partie [tome 5], 1687, p. 422
MG-1687-03b_422c	349	[Abbaye de Turpené en Touraine]	Mercure Galant, mars, seconde partie [tome 5], 1687, p. 422
MG-1687-03b_423	1594	[Procureurs du Presidial d'Aix en Provence]	Mercure Galant, mars, seconde partie [tome 5], 1687, p. 423-425
MG-1687-03b_426	1142	[Bourges]	Mercure Galant, mars, seconde partie [tome 5], 1687, p. 426-427
MG-1687-03b_427	936	[Mr le Comte de Clermont]	Mercure Galant, mars, seconde partie [tome 5], 1687, p. 427-428
MG-1687-03b_429	1948	[Alby]	Mercure Galant, mars, seconde partie [tome 5], 1687, p. 429-432
MG-1687-04_000	944	Avis du Libraire au Lecteur de la Campagne	Mercure Galant, avril [tome 6], 1687, p. I-II
MG-1687-04_007	996	Priere de la France à Dieu	Mercure Galant, avril [tome 6], 1687, p. 7-9
MG-1687-04_010	595	Devise	Mercure Galant, avril [tome 6], 1687, p. 10
MG-1687-04_011	2066	[Vers de Me des Houllieres]	Mercure Galant, avril [tome 6], 1687, p. 11-14
MG-1687-04_056	5316	Epithalame de Madame la Comtesse de Guiche	Mercure Galant, avril [tome 6], 1687, p. 56-67
MG-1687-04_074	32142	[Nouvelles réjoüissances faites en plusieurs Villes, & autres lieux, pour le retour de la santé du Roy]	Mercure Galant, avril [tome 6], 1687, p. 74-162
MG-1687-04_165	1302	[Vers de Madame la Viguière du mesme lieuAlbi.]	Mercure Galant, avril [tome 6], 1687, p. 165-167
MG-1687-04_170	314	[Mort de Louis le Févre de Caumartin]*	Mercure Galant, avril [tome 6], 1687, p. 170-171
MG-1687-04_272	603	[Mort de Jean Boyer]*	Mercure Galant, avril [tome 6], 1687, p. 272-273
MG-1687-04_280	2409	[Oraison Funebre de feu Monsieur le Prince, prononcée en Latin au College Loüis le Grand]	Mercure Galant, avril [tome 6], 1687, p. 280-284
MG-1687-04_297	3274	[Suites & conclusion des Réjoüissances faites pour la santé du Roy]	Mercure Galant, avril [tome 6], 1687, p. 297-312
MG-1687-04_323	400	[Sur le livre Maximes, Sentences, & Reflexions Morales & Politiques]*	Mercure Galant, avril [tome 6], 1687, p. 323-324
MG-1687-04_324	486	[Sur le livre La cinquiéme partie de l’Histoire des Troubles de Hongrie]*	Mercure Galant, avril [tome 6], 1687, p. 324-325
MG-1687-05_000	2022	Avis du Libraire au Lecteur de la Campagne	Mercure Galant, mai [tome 7], 1687, p. I-IV
MG-1687-05_011	6425	[Plusieurs Pieces en Vers de Madame des Houlieres, sur des Rimes qui luy ont esté données par Messieurs les Ducs de Vivonne & de Nevers]	Mercure Galant, mai [tome 7], 1687, p. 11-21
MG-1687-05_021	818	[Devises]	Mercure Galant, mai [tome 7], 1687, p. 21-23
MG-1687-05_023	570	[Distique latin]*	Mercure Galant, mai [tome 7], 1687, p. 23-24
MG-1687-05_024	1066	Au Roy. Sur ce qu’en le peignant on ne sçauroit peindre sa Grandeur	Mercure Galant, mai [tome 7], 1687, p. 24-26
MG-1687-05_043	1130	[Madrigal]	Mercure Galant, mai [tome 7], 1687, p. 43-45
MG-1687-05_046	2541	[La Suson de M. de Vin]	Mercure Galant, mai [tome 7], 1687, p. 46-50
MG-1687-05_106	2886	[Lettre écrite par M. le Duc de S. Aignan, sur le mot de Vieillarde,nouvellement mis en usage]	Mercure Galant, mai [tome 7], 1687, p. 106-112
MG-1687-05_112	5012	[Réponse à cette Lettre]	Mercure Galant, mai [tome 7], 1687, p. 112-122
MG-1687-05_122	4477	[Histoire]	Mercure Galant, mai [tome 7], 1687, p. 122-132
MG-1687-05_132	5516	[Tout ce qui s'est passé dans la Conference tenuë à Ceret entre les Commissaires de France & d'Espagne]	Mercure Galant, mai [tome 7], 1687, p. 132-176
MG-1687-05_181	1818	[Fête donnée à Toulouse par M. Rabaudy]*	Mercure Galant, mai [tome 7], 1687, p. 181-187
MG-1687-05_188	2206	[Procession à Pauliac]*	Mercure Galant, mai [tome 7], 1687, p. 188
MG-1687-05_196	752	[Craponne]*	Mercure Galant, mai [tome 7], 1687, p. 196
MG-1687-05_198	517	[Alixan]*	Mercure Galant, mai [tome 7], 1687, p. 198
MG-1687-05_203	1687	[Fête donnée à Arles par M. la marquis de Boche]*	Mercure Galant, mai [tome 7], 1687, p. 203
MG-1687-05_208	931	[Saint-Julien]*	Mercure Galant, mai [tome 7], 1687, p. 208
MG-1687-05_212	18524	[Divers Ouvrages faits à la gloire de Monsieur le Prince]	Mercure Galant, mai [tome 7], 1687, p. 212-253
MG-1687-05_255	5992	[Réjoüissances faites à Rome par M. le Cardinal d'Estrées pour la Convalescence du Roy]	Mercure Galant, mai [tome 7], 1687, p. 255
MG-1687-05_297	928	[Service solemnel pour Madame Brulart de Sillery]	Mercure Galant, mai [tome 7], 1687, p. 297
MG-1687-05_307	11464	[Extrait de l’Oraison Funebre de Monsieur le Prince faite par le Pere Bourdalouë]	Mercure Galant, mai [tome 7], 1687, p. 307-331
MG-1687-05_339	1747	[Sur le livre de voyage du chevalier Chardin]*	Mercure Galant, mai [tome 7], 1687, p. 339-342
MG-1687-05_342	555	[Sur le livre des Epistres Morales & Académiques de Sabatier]*	Mercure Galant, mai [tome 7], 1687, p. 342-343
MG-1687-05_343	2335	[Sur le livre de voyage au Siam de l’abbé de Choisy]*	Mercure Galant, mai [tome 7], 1687, p. 343-347
MG-1687-06a_003	4008	[Vers sur la Santé du Roy]	Mercure Galant, juin, première partie [tome 8], 1687, p. 3-11
MG-1687-06a_011	999	Loüis le Grand également chéry, & redouté	Mercure Galant, juin, première partie [tome 8], 1687, p. 11-13
MG-1687-06a_014	1632	[Vers Latins de M. le Cardinal Ranuzzi avec la traduction qu’on en a faite]	Mercure Galant, juin, première partie [tome 8], 1687, p. 14-17
MG-1687-06a_017	12873	[Liste des Compagnies establies à Rome, à Venise, & à Paris, pour contribuer à la depense des Globes du Pere Coronelli]	Mercure Galant, juin, première partie [tome 8], 1687, p. 17-49
MG-1687-06a_050	11352	[Lettre écrite à un Pretendu Reformé qui differe sa Conversion]	Mercure Galant, juin, première partie [tome 8], 1687, p. 50-71
MG-1687-06a_072	1083	[Reception faite à Albi à M. le Goux de la Berchere]	Mercure Galant, juin, première partie [tome 8], 1687, p. 72-81
MG-1687-06a_085	2923	Sur la Mort du petit Cheval blanc de Mademoiselle de Fouroy. Elegie	Mercure Galant, juin, première partie [tome 8], 1687, p. 85-91
MG-1687-06a_154	2739	[Benediction de l'Eglise des Capucins de Montelimar]	Mercure Galant, juin, première partie [tome 8], 1687, p. 154-159
MG-1687-06a_159	2091	[Réjoüissances faites à Mercurol dans le Dauphiné pour la guerison du Roy]	Mercure Galant, juin, première partie [tome 8], 1687, p. 159-166
MG-1687-06a_166	1481	[Feste de M. le Baron d'Olieres, faite à Aix en Provence pour le mesme sujet]	Mercure Galant, juin, première partie [tome 8], 1687, p. 166-171
MG-1687-06a_172	1153	[Autre Feste de M. de Mirmand, Medecin des Galeres du Roy ; faite à Marseille]	Mercure Galant, juin, première partie [tome 8], 1687, p. 172-174
MG-1687-06a_174	1480	[Ceremonie de l'Enterrement du Prince Loüis de Brandebourg]	Mercure Galant, juin, première partie [tome 8], 1687, p. 174-185
MG-1687-06a_185	4079	Le Rossignol et la Linotte	Mercure Galant, juin, première partie [tome 8], 1687, p. 185-193
MG-1687-06a_193	6000	[Feste du Jeu de l’Arquebuse, faite à Caën]	Mercure Galant, juin, première partie [tome 8], 1687, p. 193-206
MG-1687-06a_206	13006	[L’Ambitieuse trompée, Histoire]	Mercure Galant, juin, première partie [tome 8], 1687, p. 206-233
MG-1687-06a_240	1866	[Vers, sur un reproche de Vieillesse]	Mercure Galant, juin, première partie [tome 8], 1687, p. 240-244
MG-1687-06a_266	1801	[Traduction des Vers Latins de M. Senteüil sur la venuë du Roy à Paris]	Mercure Galant, juin, première partie [tome 8], 1687, p. 266-270
MG-1687-06a_270	5275	[Mort de M. le Duc de Saint Aignan]	Mercure Galant, juin, première partie [tome 8], 1687, p. 270-281
MG-1687-06a_284	1849	[Prix donnez dans l’Academie Royale d’Angers]	Mercure Galant, juin, première partie [tome 8], 1687, p. 284-288
MG-1687-06a_288	3280	[Feste de l’Arc faite à Morienval]	Mercure Galant, juin, première partie [tome 8], 1687, p. 288-295
MG-1687-06a_334	705	[Gouvernemens du Havre & de Loches donnez]	Mercure Galant, juin, première partie [tome 8], 1687, p. 334-335
MG-1687-06a_335	1085	Avis	Mercure Galant, juin, première partie [tome 8], 1687, p. 335-336
MG-1687-06b_000	5835	Au Roy	Mercure galant, Journal du voyage de Sa Majesté à Luxembourg, juin, seconde partie [tome 9], 1687, p. I-XVI
MG-1687-06b_018	861	[Devise de M. Magnin]*	Mercure galant, Journal du voyage de Sa Majesté à Luxembourg, juin, seconde partie [tome 9], 1687, p. 18-20
MG-1687-06b_020	939	[Devise de M. Rault]*	Mercure galant, Journal du voyage de Sa Majesté à Luxembourg, juin, seconde partie [tome 9], 1687, p. 20-22
MG-1687-06b_059	3338	[Vers gravé sur les médailles]*	Mercure galant, Journal du voyage de Sa Majesté à Luxembourg, juin, seconde partie [tome 9], 1687, p. 59-68
MG-1687-06b_126	1034	[Châlons]*	Mercure galant, Journal du voyage de Sa Majesté à Luxembourg, juin, seconde partie [tome 9], 1687, p. 126
MG-1687-06b_135	781	[À propos de l’évêque de Verdun]*	Mercure galant, Journal du voyage de Sa Majesté à Luxembourg, juin, seconde partie [tome 9], 1687, p. 135-136
MG-1687-06b_136	1818	[Dévotions de la cour pour la Pentecôte]*	Mercure galant, Journal du voyage de Sa Majesté à Luxembourg, juin, seconde partie [tome 9], 1687, p. 136-141
MG-1687-06b_173	942	[Le roi visite ses troupes]*	Mercure galant, Journal du voyage de Sa Majesté à Luxembourg, juin, seconde partie [tome 9], 1687, p. 173-177
MG-1687-06b_203	695	[Jésuites de Luxembourg]*	Mercure galant, Journal du voyage de Sa Majesté à Luxembourg, juin, seconde partie [tome 9], 1687, p. 203-205
MG-1687-06b_298	754	[Etain]*	Mercure galant, Journal du voyage de Sa Majesté à Luxembourg, juin, seconde partie [tome 9], 1687, p. 298-300
MG-1687-06b_300	920	[Procession et messe à Etain]*	Mercure galant, Journal du voyage de Sa Majesté à Luxembourg, juin, seconde partie [tome 9], 1687, p. 300-303
MG-1687-06b_304	739	[Messe à la cathédrale d'Etain]*	Mercure galant, Journal du voyage de Sa Majesté à Luxembourg, juin, seconde partie [tome 9], 1687, p. 304-305
MG-1687-06b_305	629	[Salut dans l'église des Célestins de Brabant]*	Mercure galant, Journal du voyage de Sa Majesté à Luxembourg, juin, seconde partie [tome 9], 1687, p. 305-306
MG-1687-06b_307	625	[Châlons]*	Mercure galant, Journal du voyage de Sa Majesté à Luxembourg, juin, seconde partie [tome 9], 1687, p. 307-308
MG-1687-06b_309	848	[Vertus]*	Mercure galant, Journal du voyage de Sa Majesté à Luxembourg, juin, seconde partie [tome 9], 1687, p. 309-310
MG-1687-06b_318	1813	[Soissons]*	Mercure galant, Journal du voyage de Sa Majesté à Luxembourg, juin, seconde partie [tome 9], 1687, p. 318-321
MG-1687-07_005	260	[Prelude]	Mercure Galant, juillet [tome 10], 1687, p. 5-6
MG-1687-07_008	6956	Remontrance de la Déesse Pallas à Loüis le Grand, pour l’établissement des Cadets du Parnasse. Vers libres	Mercure Galant, juillet [tome 10], 1687, p. 8-21
MG-1687-07_022	6896	[Lettres Patentes du Roy pour l’etablissement de l’Academie d’Angers]	Mercure Galant, juillet [tome 10], 1687, p. 22-35
MG-1687-07_063	5241	[Ce qui s’est passé cette année aux Jeux Floraux qu’on celebre tous les ans à Toulouse, avec les Pieces qui ont remporté les Prix, & les noms de ceux qui les ont faites]	Mercure Galant, juillet [tome 10], 1687, p. 63-74
MG-1687-07_075	4005	[Description des ceremonies qui s'observent à Avignon à la reception des Recteurs des Penitens Blancs dont plusieurs de nos Rois ont esté, & celle qui s'est faite cette année à la reception de M. de Brancas, Marquis de Villeneuve]	Mercure Galant, juillet [tome 10], 1687, p. 75-113
MG-1687-07_149	2857	[Ceremonies faites en la Ville d'Argentan]	Mercure Galant, juillet [tome 10], 1687, p. 149-159
MG-1687-07_159	2363	[Vers en faveur des Infidelles]	Mercure Galant, juillet [tome 10], 1687, p. 159-164
MG-1687-07_164	1712	[Réponse aux mesmes Vers]	Mercure Galant, juillet [tome 10], 1687, p. 164-167
MG-1687-07_167	384	[Madrigal]*	Mercure Galant, juillet [tome 10], 1687, p. 167-168
MG-1687-07_168	21102	[Histoire]	Mercure Galant, juillet [tome 10], 1687, p. 168-210
MG-1687-07_237	907	[Sonnet sur la Mort chrestienne de ce Prince]	Mercure Galant, juillet [tome 10], 1687, p. 237-239
MG-1687-07_239	2133	[Services faits pour le repos de l’Ame de feu M. le Duc de Saint Aignan]	Mercure Galant, juillet [tome 10], 1687, p. 239-243
MG-1687-07_245	2895	[Divers Ouvrages sur la mort de ce Duc]	Mercure Galant, juillet [tome 10], 1687, p. 245-251
MG-1687-07_251	4059	[Article tiré de la République des Lettres du mois de May]	Mercure Galant, juillet [tome 10], 1687, p. 251-259
MG-1687-07_312	1154	[Sur le livre Observations sur les Fiévres & les Febrifuges]*	Mercure Galant, juillet [tome 10], 1687, p. 312-315
MG-1687-07_315	1651	[Sur le livre l’Art de laver, ou nouvelle maniere de peindre sur le papier suivant le coloris des desseins qu’on envoye à la Cour]*	Mercure Galant, juillet [tome 10], 1687, p. 315-318
MG-1687-07_318	3293	[Sur le livre Histoire Metallique de la République de Hollande]*	Mercure Galant, juillet [tome 10], 1687, p. 318-325
MG-1687-07_325	480	[Sur le livre Art de toucher le dessus & la basse de Viole]*	Mercure Galant, juillet [tome 10], 1687, p. 325
MG-1687-07_326	701	[Sur le livre les Malheurs de l’Amour]*	Mercure Galant, juillet [tome 10], 1687, p. 326-327
MG-1687-08a_006	1950	[Feste Gueriere faite par les Gentilshommes de la Marine à Brest]	Mercure Galant, août, première partie [tome 11], 1687, p. 6-13
MG-1687-08a_013	5463	[Le Levraut. Epitre]	Mercure Galant, août, première partie [tome 11], 1687, p. 13-24
MG-1687-08a_045	1630	[Ceremonie faite à Valogne en basse Normandie]	Mercure Galant, août, première partie [tome 11], 1687, p. 45-50
MG-1687-08a_052	2804	[Galanterie faite à Madame de Fourcy par Madame de Villeneuve]	Mercure Galant, août, première partie [tome 11], 1687, p. 52-58
MG-1687-08a_064	1720	[Description d'une grande Feste faite à Rheims]	Mercure Galant, août, première partie [tome 11], 1687, p. 59, 64-66
MG-1687-08a_074	2927	[Autre faite à Laon]	Mercure Galant, août, première partie [tome 11], 1687, p. 74-83
MG-1687-08a_083	2387	[Guerison surprenante arrivée cette année à Bourbon, avec les noms de tous ceux qui y ont esté prendre les Eaux]	Mercure Galant, août, première partie [tome 11], 1687, p. 83-88
MG-1687-08a_099	678	Epitaphe de Monsieur le Duc de Saint Aignan	Mercure Galant, août, première partie [tome 11], 1687, p. 99-101
MG-1687-08a_102	1997	Portrait de Clarice	Mercure Galant, août, première partie [tome 11], 1687, p. 102-106
MG-1687-08a_106	636	[Ouvrages de Fontenelle]*	Mercure Galant, août, première partie [tome 11], 1687, p. 106-107
MG-1687-08a_107	1771	[Galanterie faite à Ramboüillet, à M. le Comte de Thoulouse]	Mercure Galant, août, première partie [tome 11], 1687, p. 107-111
MG-1687-08a_124	875	[Derniere partie de la Medecine Universelle. Sur Ovide]*	Mercure Galant, août, première partie [tome 11], 1687, p. 124-125
MG-1687-08a_149	4538	[Madrigaux]	Mercure Galant, août, première partie [tome 11], 1687, p. 149-159
MG-1687-08a_216	2289	[Relation contenant l’arrivée de l’Ambassadeur de Portugal à Manheim, son entrée à Heydelberg, la maniere dont il a esté receu à ses Audiences publiques, comment il a esté traité, & les Ceremonies du Mariage de la Princesse Marie Sophie Elisabeth de Neubourg, avec le Roy de Portugal]	Mercure Galant, août, première partie [tome 11], 1687, p. 216-220
MG-1687-08a_275	2606	[Histoire]	Mercure Galant, août, première partie [tome 11], 1687, p. 275-280
MG-1687-08a_286	2958	[Les Malheurs de l’Amour]	Mercure Galant, août, première partie [tome 11], 1687, p. 286-292
MG-1687-08a_292	1088	[Remarques de Vaugelas avec des Notes]	Mercure Galant, août, première partie [tome 11], 1687, p. 292-294
MG-1687-08a_294	803	[L’Art de bien prononcer la Langue Françoise]	Mercure Galant, août, première partie [tome 11], 1687, p. 294-295
MG-1687-08a_339	252	[Annonce des prochaines nouvelles concernant l’Académie]*	Mercure Galant, août, première partie [tome 11], 1687, p. 339
MG-1687-08b_008	29058	[Relations passées avec la Turquie et actions de Guilleragues]*	Mercure galant, Ambassades à Constantinople, août, seconde partie [tome 12], 1687, p. 8-74
MG-1687-08b_240	625	[Arcs de triomphe]*	Mercure galant, Ambassades à Constantinople, août, seconde partie [tome 12], 1687, p. 240-242
MG-1687-08b_254	2376	[Messe célébrée par Gasparo Gasparini, évêque de Spiga]*	Mercure galant, Ambassades à Constantinople, août, seconde partie [tome 12], 1687, p. 254-261
MG-1687-08b_268	1475	[Te Deum chanté par les esclaves français]*	Mercure galant, Ambassades à Constantinople, août, seconde partie [tome 12], 1687, p. 268-270
MG-1687-08b_271	859	[Six derviches se présentent à l'ambassadeur]*	Mercure galant, Ambassades à Constantinople, août, seconde partie [tome 12], 1687, p. 271-272
MG-1687-08b_272	1457	[Danses turques chez l'ambassadrice]*	Mercure galant, Ambassades à Constantinople, août, seconde partie [tome 12], 1687, p. 272-275
MG-1687-08b_281	2420	[Entrevue de l’ambassadeur de France et d’Emmanuel de Melchisedet, archevêque de Van]*	Mercure galant, Ambassades à Constantinople, août, seconde partie [tome 12], 1687, p. 281-286
MG-1687-08b_291	1115	[Marche turque]*	Mercure galant, Ambassades à Constantinople, août, seconde partie [tome 12], 1687, p. 291-296, 327
MG-1687-09a_001	3679	Sur le nouveau Canal de la Riviere d’Eure. Ode	Mercure Galant, septembre, première partie [tome 13], 1687, p. 1-8
MG-1687-09a_008	512	Priere pour le Roy	Mercure Galant, septembre, première partie [tome 13], 1687, p. 8-9
MG-1687-09a_057	786	[Reflexions & doutes sur l’âge de 400. ans que l’on attribuë à un homme de ce temps]	Mercure Galant, septembre, première partie [tome 13], 1687, p. 57-58
MG-1687-09a_081	1628	[Theses où sont gravées dans un grand nombre de Cartouches presque toutes les grandes actions du Roy]	Mercure Galant, septembre, première partie [tome 13], 1687, p. 81-97
MG-1687-09a_097	831	[Célébration pour le rétablissement de la santé du roi]*	Mercure Galant, septembre, première partie [tome 13], 1687, p. 97-98
MG-1687-09a_122	24919	[Statuë du Roy élevée à Poitiers avec une description de toutes les Réjoüissances publiques qui se sont faites en cette occasion]	Mercure Galant, septembre, première partie [tome 13], 1687, p. 122-202
MG-1687-09a_202	2411	[Grandes Réjoüissances faites à Troyes en Champagne à la Reception d'une Figure du Roy]	Mercure Galant, septembre, première partie [tome 13], 1687, p. 202-207
MG-1687-09a_241	11878	[Détail de tout ce qui s'est passé pendant le séjour que Monseigneur le Dauphin a fait à Anet]	Mercure Galant, septembre, première partie [tome 13], 1687, p. 241-270
MG-1687-09a_270	17425	[Tout ce qui s'est passé à l'Académie Françoise le jour de Saint Loüis]	Mercure Galant, septembre, première partie [tome 13], 1687, p. 270-303
MG-1687-09a_303	3191	[Lettre en Prose & en Vers de Madame de Suliez Viguiere d’Alby, contenant une nouveauté surprenante]	Mercure Galant, septembre, première partie [tome 13], 1687, p. 303-309
MG-1687-09a_315	414	[Mort du Pere du Moulinet]*	Mercure Galant, septembre, première partie [tome 13], 1687, p. 315-316
MG-1687-09a_322	3799	[Lettre de M. de Fontenelle sur le Livre intitulé les Malheurs de l’Amour, ou Eleonore d’Yvrée]	Mercure Galant, septembre, première partie [tome 13], 1687, p. 322-329
MG-1687-09a_329	1347	[Arrivée, séjour & départ des Ambassadeurs de Moscovie]	Mercure Galant, septembre, première partie [tome 13], 1687, p. 329-331
MG-1687-09a_337	3663	[M. le Marquis de Dangeau est nommé Protecteur de l’Academie Royale d’Arles]	Mercure Galant, septembre, première partie [tome 13], 1687, p. 337-342
MG-1687-09b_200	1015	[Description de Corinthe]*	Mercure galant, Défaites des armées othomanes par les armées chrestiennes, septembre, seconde partie [tome 14], 1687, p. 200-202
MG-1687-10_049	614	[Madrigal]	Mercure Galant, octobre [tome 15], 1687, p. 49-50
MG-1687-10_065	23148	[De la Patience & du Vice qui luy est contraire, Ouvrage de M. de Fontenelle, qui a remporté le Prix de Prose, de l’Academie Françoise]	Mercure Galant, octobre [tome 15], 1687, p. 65-109
MG-1687-10_109	5002	[Ode de Mademoiselle des Houlieres, sur le soin que le Roy prend de l’éducation de la Noblesse, qui a remporté le Prix des Vers, de la mesme Academie]	Mercure Galant, octobre [tome 15], 1687, p. 109-119
MG-1687-10_120	537	Priere pour le Roy	Mercure Galant, octobre [tome 15], 1687, p. 120
MG-1687-10_123	2831	[Grande Ceremonie faite à Avignon au Baptesme d'un Juif]	Mercure Galant, octobre [tome 15], 1687, p. 123-143
MG-1687-10_142	29343	[Honneurs funebres rendus par Messieurs de l’Academie Royale d’Arles, à la memoire de M. le Duc de S. Aignan]	Mercure Galant, octobre [tome 15], 1687, p. 142-206
MG-1687-10_237	1276	[Service fait à Aix pour Madame la Duchesse de Modene]	Mercure Galant, octobre [tome 15], 1687, p. 237-239
MG-1687-10_295	871	[Journal de tout ce qui s'est passé pendant le sejour que les Envoyez de Tripoli ont fait en France]	Mercure Galant, octobre [tome 15], 1687, p. 295-296
MG-1687-10_306	1280	[Détail de tout ce qui s’est passé touchant le Docteur Molinos]	Mercure Galant, octobre [tome 15], 1687, p. 306-308
MG-1687-10_367	558	[Pièces de clavecin de Lebègue]*	Mercure Galant, octobre [tome 15], 1687, p. 367-368
MG-1687-10_379	2799	[Comédies nouvelles]	Mercure Galant, octobre [tome 15], 1687, p. 379-383
MG-1687-11_000	2746	Avis	Mercure Galant, novembre [tome 16], 1687, p. I-VIII
MG-1687-11_004	1241	[Prelude]	Mercure Galant, novembre [tome 16], 1687, p. 4-7
MG-1687-11_008	5881	[Ce qui s’est passé dans l’Academie de Villefranche, à la reception de M. l’Abbé Baudry, avec le Discours qu’il a prononcé]	Mercure Galant, novembre [tome 16], 1687, p. 8-20
MG-1687-11_020	9769	[Plaintes des Palatines contre la Mode, Dialogue]	Mercure Galant, novembre [tome 16], 1687, p. 20-44
MG-1687-11_044	1774	Response d’une Demoiselle à qui on conseille d’aimer	Mercure Galant, novembre [tome 16], 1687, p. 44-48
MG-1687-11_103	3802	Le Papillion et l’Abeille. Fable	Mercure Galant, novembre [tome 16], 1687, p. 103-110
MG-1687-11_110	1748	[Entrée de M. le Marquis de Dangeau à Tours]	Mercure Galant, novembre [tome 16], 1687, p. 110-114
MG-1687-11_117	6863	[Mort du père Rapin]*	Mercure Galant, novembre [tome 16], 1687, p. 117-132
MG-1687-11_138	1347	[Feste donnée par M. le Marquis du Tremblay]	Mercure Galant, novembre [tome 16], 1687, p. 138-140
MG-1687-11_143	3209	[Lettre en Vers]	Mercure Galant, novembre [tome 16], 1687, p. 143-149
MG-1687-11_149	9786	[Histoire]	Mercure Galant, novembre [tome 16], 1687, p. 149-169
MG-1687-11_170	1125	[Journal du Voyage des Ambassadeurs de Siam, depuis Brest jusques au Cap de Bonne-Esperance, avec ce qui s'est passé pendant le sejour qu'ils ont fait au Cap]	Mercure Galant, novembre [tome 16], 1687, p. 170-186
MG-1687-11_240	577	[Nouvelles Pieces de Clavessin, de M. le Begue]	Mercure Galant, novembre [tome 16], 1687, p. 240-241
MG-1687-11_244	1465	[Etat des affaires des Venitiens, & de l’Empereur contre les Turcs, avec une description de la Ville d’Athenes]	Mercure Galant, novembre [tome 16], 1687, p. 244-247
MG-1687-11_262	591	[Ce qui s'est passé à l'ouverture du Parlement, & à celle des Audiences]	Mercure Galant, novembre [tome 16], 1687, p. 262-263
MG-1687-11_267	3892	[Opera d'Achille & de Polixene]	Mercure Galant, novembre [tome 16], 1687, p. 267-275
MG-1687-11_282	520	[Cloches tenues par Monseigneur le Dauphin & Madame la Dauphine]	Mercure Galant, novembre [tome 16], 1687, p. 282-283
MG-1687-11_302	849	[Sur la comédie Le Chevalier à la Mode]	Mercure Galant, novembre [tome 16], 1687, p. 302-304
MG-1687-11_313	1868	Livres de musique de la Composition de Mr de Bacilly.	Mercure Galant, novembre [tome 16], 1687, np
MG-1687-12_007	2754	[Requeste des vieilles Fontaines de Paris contre les nouvelles]	Mercure Galant, décembre [tome 17], 1687, p. 7-13
